0	 
96	<nul>
1	I
2	n
3	t
4	h
5	i
6	s
7	c
8	a
9	e
10	,
11	g
12	r
13	d
14	b
15	x
16	o
17	z
18	R
19	u
20	p
21	S
22	v
23	M
24	k
25	y
26	m
27	l
28	(
29	±
30	)
31	•
32	¹
33	²
34	³
35	f
36	¼
37	½
38	¾
39	G
40	Δ
41	Σ
42	δ
43	θ
44	π
45	∞
46	.
47	U
48	F
49	©
50	2
51	0
52	1
53	9
54	“
55	T
56	B
57	™
58	-
59	A
60	D
61	E
62	$
63	7
64	5
65	P
66	X
67	3
68	=
69	6
70	”
71	O
72	V
73	®
74	°
75	w
76	§
77	‘
78	q
79	’
80	₹
81	℠
82	⁰
83	⁴
84	⁵
85	⁶
86	⁷
87	⁸
88	⁹
89	⁺
90	⁻
91	⁼
92	+
93	Z
94	/
95	W
